Gene,Locus Tag,Protein
,STM14_3329,putative inner membrane protein
,STM14_3331,putative transposase
,STM14_3332,putative transposase
,STM14_3333,putative cytoplasmic protein
,STM14_3334,putative DNA/RNA helicase
,STM14_3335,putative transposase
,STM14_3336,putative transposase
fljA,STM14_3337,phase-1 flagellin repressor
fljB,STM14_3338,flagellin
hin,STM14_3339,DNA-invertase Hin
,STM14_3340,hypothetical protein
,STM14_3341,hypothetical protein
,STM14_3342,hypothetical protein
,STM14_3343,hypothetical protein
iroB,STM14_3344,putative glycosyl transferase
iroC,STM14_3345,putative ABC transporter protein
iroD,STM14_3346,enterochelin esterase=-like protein
iroE,STM14_3347,putative hydrolase
iroN,STM14_3348,outer membrane receptor FepA
,STM14_3349,
pipB2,STM14_3350,secreted effector protein
,STM14_3351,hypothetical protein
virK,STM14_3352,virulence protein
,STM14_3353,hypothetical protein
mig-14,STM14_3354,putative transcriptional activator
,STM14_3355,hypothetical protein
,STM14_3356,hypothetical protein
,STM14_3357,hypothetical protein
nixA,STM14_3358,putative nickel transporter
tctE,STM14_3359,regulatory protein
tctD,STM14_3360,regulatory protein
,STM14_3361,tricarboxylic transport
,STM14_3362,tricarboxylic transport
,STM14_3363,tricarboxylic transport
,STM14_3364,hypothetical protein
,STM14_3365,hypothetical protein
ygaF,STM14_3366,hypothetical protein
gabD,STM14_3367,succinate-semialdehyde dehydrogenase I
gabT,STM14_3368,4-aminobutyrate aminotransferase
gabP,STM14_3369,gamma-aminobutyrate transporter
ygaE,STM14_3370,DNA-binding transcriptional regulator CsiR
ygaU,STM14_3371,hypothetical protein
,STM14_3372,hypothetical protein
yqaE,STM14_3373,putative transport protein
,STM14_3374,putative regulatory protein
ygaP,STM14_3375,putative rhodanese-like sulfurtransferase
,STM14_3376,conserved hypothetical protein
stpA,STM14_3377,"DNA binding protein, nucleoid-associated"
,STM14_3378,hypothetical protein
,STM14_3379,hypothetical protein
,STM14_3380,putative inner membrane protein
ygaC,STM14_3381,hypothetical protein
,STM14_3382,hypothetical protein
ygaM,STM14_3383,hypothetical protein
,STM14_3384,putative regulatory protein
,STM14_3385,putative cytoplasmic protein
,STM14_3386,hypothetical protein
nrdH,STM14_3387,glutaredoxin-like protein
nrdI,STM14_3388,ribonucleotide reductase stimulatory protein
nrdE,STM14_3389,ribonucleotide-diphosphate reductase subunit alpha
nrdF,STM14_3390,ribonucleotide-diphosphate reductase subunit beta
proV,STM14_3391,glycine betaine transporter ATP-binding subunit
proW,STM14_3392,glycine betaine transporter membrane protein
proX,STM14_3393,glycine betaine transporter periplasmic subunit
,STM14_3394,hypothetical protein
,STM14_3395,putative inner membrane protein
,STM14_3396,hypothetical protein
emrR,STM14_3397,transcriptional repressor MprA
,STM14_3398,hypothetical protein
emrA,STM14_3399,multidrug resistance secretion protein
emrB,STM14_3400,putative multidrug transport protein
,STM14_3401,putative glycoporin
luxS,STM14_3402,S-ribosylhomocysteinase
gshA,STM14_3403,glutamate--cysteine ligase
yqaA,STM14_3404,putative inner membrane protein
yqaB,STM14_3405,fructose-1-phosphatase
,STM14_3411,hypothetical protein
csrA,STM14_3412,carbon storage regulator
alaS,STM14_3413,alanyl-tRNA synthetase
,STM14_3414,hypothetical protein
,STM14_3415,hypothetical protein
recX,STM14_3416,recombination regulator RecX
recA,STM14_3417,recombinase A
ygaD,STM14_3418,competence damage-inducible protein A
,STM14_3419,conserved hypothetical protein
mltB,STM14_3420,murein hydrolase B
,STM14_3421,hypothetical protein
srlA,STM14_3422,glucitol/sorbitol-specific enzyme IIC component
srlE,STM14_3423,glucitol/sorbitol-specific enzyme IIB component
slrB,STM14_3424,glucitol/sorbitol-specific PTS system component IIA
srlD,STM14_3425,sorbitol-6-phosphate dehydrogenase
gutM,STM14_3426,DNA-binding transcriptional activator GutM
,STM14_3427,hypothetical protein
srlR,STM14_3428,DNA-binding transcriptional repressor SrlR
gutQ,STM14_3429,D-arabinose 5-phosphate isomerase
ygaA,STM14_3430,anaerobic nitric oxide reductase transcription regulator
,STM14_3431,anaerobic nitric oxide reductase flavorubredoxin
ygbD,STM14_3432,nitric oxide reductase
,STM14_3433,hydrogenase maturation protein
hypF,STM14_3434,hydrogenase maturation protein
,STM14_3435,hypothetical protein
hydN,STM14_3436,electron transport protein HydN
,STM14_3437,conserved hypothetical protein
,STM14_3438,hypothetical protein
hycI,STM14_3439,hydrogenase 3 maturation protease
hycH,STM14_3440,hydrogenase 3 large subunit processing protein
hycG,STM14_3441,hydrogenase
hycF,STM14_3442,formate hydrogenlyase complex iron-sulfur subunit
hycE,STM14_3443,hydrogenase 3 large subunit
hycD,STM14_3444,hydrogenase 3 membrane subunit
hycC,STM14_3445,formate hydrogenlyase subunit 3
hycB,STM14_3446,hydrogenase-3 iron-sulfur subunit
,STM14_3447,hypothetical protein
hycA,STM14_3448,formate hydrogenlyase regulatory protein HycA
,STM14_3449,hypothetical protein
hypA_1,STM14_3450,hydrogenase nickel incorporation protein
hypB,STM14_3451,hydrogenase nickel incorporation protein HypB
hypC,STM14_3452,hydrogenase isoenzymes formation protein
hypD,STM14_3453,putative hydrogenase formation protein
hypE,STM14_3454,putative hydrogenase formation protein
fhlA,STM14_3455,formate hydrogen-lyase transcriptional activator
ygbA,STM14_3456,hypothetical protein
,STM14_3457,hypothetical protein
sitA,STM14_3458,putative periplasmic binding protein
sitB,STM14_3459,putative ATP-binding protein
sitC,STM14_3460,putative permease
sitD,STM14_3461,putative permease
avrA,STM14_3462,secreted effector protein
sprB,STM14_3463,transcriptional regulator
,STM14_3464,hypothetical protein
hilC,STM14_3465,invasion regulatory protein
,STM14_3466,hypothetical protein
orgC,STM14_3467,putative cytoplasmic protein
orgB,STM14_3468,needle complex export protein
orgA,STM14_3469,needle complex assembly protein
prgK,STM14_3470,needle complex inner membrane lipoprotein
prgJ,STM14_3471,needle complex minor subunit
prgI,STM14_3472,needle complex major subunit
prgH,STM14_3473,needle complex inner membrane protein
hilD,STM14_3474,invasion protein regulatory protein
hilA,STM14_3475,invasion protein regulator
iagB,STM14_3476,invasion protein precursor
sptP,STM14_3477,protein tyrosine phosphatase/GTPase activating protein
sicP,STM14_3478,secretion chaparone
,STM14_3479,putative cytoplasmic protein
iacP,STM14_3480,acyl carrier protein
sipA,STM14_3481,secreted effector protein
sipD,STM14_3482,translocation machinery component
sipC,STM14_3483,translocation machinery component
sipB,STM14_3484,translocation machinery component
sicA,STM14_3485,secretion chaperone
spaS,STM14_3486,surface presentation of antigens protein SpaS
spaR,STM14_3487,needle complex export protein
spaQ,STM14_3488,needle complex export protein
spaP,STM14_3489,surface presentation of antigens protein SpaP
spaO,STM14_3490,surface presentation of antigens protein SpaO
invJ,STM14_3491,needle length control protein
invI,STM14_3492,needle complex assembly protein
invC,STM14_3493,ATP synthase SpaL
invB,STM14_3494,secretion chaperone
invA,STM14_3495,needle complex export protein
invE,STM14_3496,invasion protein
invG,STM14_3497,outer membrane secretin precursor
invF,STM14_3498,invasion regulatory protein
invH,STM14_3499,needle complex outer membrane lipoprotein precursor
,STM14_3500,putative cytoplasmic protein
,STM14_3501,putative cytoplasmic protein
,STM14_3502,hypothetical protein
,STM14_3503,putative cytoplasmic protein
,STM14_3504,hypothetical protein
,STM14_3505,putative ABC-type transporter
,STM14_3506,putative acetyltransferase
,STM14_3508,hypothetical protein
pphB,STM14_3509,serine/threonine-specific protein phosphatase 2
,STM14_3510,putative cytoplasmic protein
mutS,STM14_3511,DNA mismatch repair protein
,STM14_3512,putative cytoplasmic protein
,STM14_3513,putative permease
,STM14_3514,putative transcriptional regulator
,STM14_3515,putative permease
,STM14_3516,putative nucleoside-diphosphate-sugar epimerase
ygbM,STM14_3517,hypothetical protein
ygbL,STM14_3518,putative aldolase
ygbK,STM14_3519,putative tRNA synthase
ygbJ,STM14_3520,3-hydroxyisobutyrate dehydrogenase
ygbI,STM14_3521,putative regulatory protein
,STM14_3522,putative transcriptional regulator
,STM14_3523,putative flavoprotein
,STM14_3524,putative 3-polyprenyl-4-hydroxybenzoate decarboxylase
,STM14_3525,putative cytoplasmic protein
rpoS,STM14_3526,RNA polymerase sigma factor RpoS
nlpD,STM14_3527,lipoprotein NlpD
,STM14_3528,hypothetical protein
pcm,STM14_3529,protein-L-isoaspartate O-methyltransferase
surE,STM14_3530,stationary phase survival protein SurE
truD,STM14_3531,tRNA pseudouridine synthase D
ispF,STM14_3532,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
ispD,STM14_3533,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ftsB,STM14_3534,cell division protein FtsB
,STM14_3535,hypothetical protein
ygbE,STM14_3536,hypothetical protein
cysC,STM14_3537,adenylylsulfate kinase
cysN,STM14_3538,sulfate adenylyltransferase subunit 1
cysD,STM14_3539,sulfate adenylyltransferase subunit 2
iap,STM14_3540,alkaline phosphatase isozyme conversion aminopeptidase
ygbF,STM14_3541,hypothetical protein
,STM14_3542,putative cytoplasmic protein
ygcH,STM14_3543,putative cytoplasmic protein
,STM14_3544,putative cytoplasmic protein
yghJ,STM14_3545,putative cytoplasmic protein
,STM14_3546,putative transposase
,STM14_3547,putative cytoplasmic protein
ygcB,STM14_3548,putative helicase
,STM14_3549,hypothetical protein
sopD,STM14_3550,secreted effector protein
cysH,STM14_3551,phosphoadenosine phosphosulfate reductase
cysI,STM14_3552,sulfite reductase subunit beta
cysJ,STM14_3553,sulfite reductase subunit alpha
ptpS,STM14_3554,putative 6-pyruvoyl tetrahydrobiopterin synthase
,STM14_3555,putative metal-dependent hydrolase
ygcF,STM14_3556,hypothetical protein
eno,STM14_3557,phosphopyruvate hydratase
pyrG,STM14_3558,CTP synthetase
mazG,STM14_3559,nucleoside triphosphate pyrophosphohydrolase
,STM14_3560,hypothetical protein
,STM14_3561,putative fimbrial subunit
,STM14_3562,hypothetical protein
,STM14_3563,putative transcriptional regulator
relA,STM14_3564,GDP/GTP pyrophosphokinase
rumA,STM14_3565,23S rRNA 5-methyluridine methyltransferase
barA,STM14_3566,hybrid sensory histidine kinase BarA
,STM14_3567,putative glycerate kinase 2
gudD,STM14_3568,d-glucarate dehydratase
ygcY,STM14_3569,putative D-glucarate dehydratase
gudT,STM14_3570,putative D-glucarate permease
,STM14_3571,hypothetical protein
,STM14_3572,flavodoxin
yqcB,STM14_3573,tRNA pseudouridine synthase C
yqcC,STM14_3574,putative cytoplasmic protein
syd,STM14_3576,SecY interacting protein Syd
queF,STM14_3577,7-cyano-7-deazaguanine reductase
ygdH,STM14_3578,putative nucleotide binding protein
,STM14_3579,hypothetical protein
,STM14_3580,hypothetical protein
sdaC,STM14_3581,putative serine transport protein
sdaB,STM14_3582,L-serine dehydratase/L-threonine deaminase 2
,STM14_3583,hypothetical protein
xni,STM14_3584,exonuclease IX
,STM14_3585,"L-1,2-propanediol oxidoreductase"
fucO,STM14_3586,"L-1,2-propanediol oxidoreductase"
fucA,STM14_3587,L-fuculose phosphate aldolase
,STM14_3588,conserved hypothetical protein
fucP,STM14_3589,
fucI,STM14_3590,L-fucose isomerase
fucK,STM14_3591,L-fuculokinase
fucU,STM14_3592,putative L-fucose-binding protein
fucR,STM14_3593,DNA-binding transcriptional activator FucR
ygdE,STM14_3594,putative RNA 2'-O-ribose methyltransferase
ygdD,STM14_3595,hypothetical protein
gcvA,STM14_3596,DNA-binding transcriptional activator GcvA
ygdI,STM14_3597,putative lipoprotein
csdA,STM14_3598,cysteine sulfinate desulfinase
ygdK,STM14_3599,putative FeS center assembly protein
,STM14_3600,hypothetical protein
,STM14_3601,putative integral membrane protein
ygdL,STM14_3602,putative enzyme
mltA,STM14_3603,murein transglycosylase A
amiC,STM14_3606,N-acetylmuramoyl-L-alanine amidase
argA,STM14_3607,N-acetylglutamate synthase
recD,STM14_3608,exonuclease V subunit alpha
recB,STM14_3609,exonuclease V subunit beta
ptr,STM14_3610,protease III
recC,STM14_3611,exonuclease V subunit gamma
ppdC,STM14_3612,hypothetical protein
ygdB,STM14_3613,hypothetical protein
ppdB,STM14_3614,hypothetical protein
ppdA,STM14_3615,hypothetical protein
,STM14_3616,hypothetical protein
thyA,STM14_3617,thymidylate synthase
lgt,STM14_3618,prolipoprotein diacylglyceryl transferase
,STM14_3619,hypothetical protein
ptsP,STM14_3620,fused phosphoenolpyruvate-protein phosphotransferase PtsP/GAF domain-containing protein
ygdP,STM14_3621,dinucleoside polyphosphate hydrolase
,STM14_3622,hypothetical protein
,STM14_3623,hypothetical protein
,STM14_3624,hypothetical protein
,STM14_3625,hypothetical protein
,STM14_3626,hypothetical protein
mutH,STM14_3627,DNA mismatch repair protein
,STM14_3628,hypothetical protein
ygdQ,STM14_3629,putative transport protein
ygdR,STM14_3630,putative peptide transport protein
,STM14_3631,hypothetical protein
tas,STM14_3632,putative aldo-keto reductase
ygeD,STM14_3633,hypothetical protein
aas,STM14_3634,bifunctional acyl-[acyl carrier protein
,STM14_3635,conserved hypothetical protein
galR,STM14_3636,DNA-binding transcriptional regulator GalR
,STM14_3637,putative transcriptional regulator
lysA,STM14_3638,diaminopimelate decarboxylase
lysR,STM14_3639,DNA-binding transcriptional regulator LysR
ygeA,STM14_3640,putative racemase
araE,STM14_3641,L-arabinose/proton symport protein
,STM14_3642,hypothetical protein
kduD,STM14_3643,2-deoxy-D-gluconate 3-dehydrogenase
kduI,STM14_3644,5-keto-4-deoxyuronate isomerase
,STM14_3645,hypothetical protein
yqeF,STM14_3646,acetyl-CoA acetyltransferase
,STM14_3647,putative transcriptional regulator
,STM14_3648,putative inner membrane protein
,STM14_3649,hypothetical protein
,STM14_3650,putative transport protein
yohL,STM14_3651,putative cytoplasmic protein
yohM,STM14_3652,nickel/cobalt efflux protein RcnA
,STM14_3653,putative cytoplasmic protein
,STM14_3654,hypothetical protein
,STM14_3655,putative outer membrane protein
stdC,STM14_3656,putative fimbrial chaparone
stdB,STM14_3657,putative outer membrane usher protein
,STM14_3658,hypothetical protein
stdA,STM14_3659,putative fimbrial-like protein
,STM14_3660,hypothetical protein
,STM14_3661,Ail/OmpX-like protein
,STM14_3662,conserved hypothetical protein
,STM14_3663,plasmid maintenance protein
,STM14_3664,putative virulence-associated protein
,STM14_3666,hypothetical protein
,STM14_3667,putative inner membrane protein
,STM14_3669,putative metalloendopeptidase
,STM14_3670,hypothetical protein
idi,STM14_3671,isopentenyl-diphosphate delta-isomerase
lysS,STM14_3672,lysyl-tRNA synthetase
prfB,STM14_3673,peptide chain release factor 2
recJ,STM14_3674,ssDNA exonuclease RecJ
dsbC,STM14_3675,thiol:disulfide interchange protein DsbC
xerD,STM14_3676,site-specific tyrosine recombinase XerD
fldB,STM14_3677,flavodoxin FldB
ygfX,STM14_3678,putative inner membrane protein
ygfY,STM14_3679,hypothetical protein
,STM14_3680,conserved hypothetical protein
ygfZ,STM14_3681,putative global regulator
yqfA,STM14_3682,putative hemolysin
yqfB,STM14_3683,hypothetical protein
bglA,STM14_3684,6-phospho-beta-glucosidase A
,STM14_3685,putative outer membrane protein
,STM14_3686,immunoglobulin VH domain protein
gcvP,STM14_3687,glycine dehydrogenase
gcvH,STM14_3688,glycine cleavage system protein H
gcvT,STM14_3689,glycine cleavage system aminomethyltransferase T
,STM14_3690,hypothetical protein
,STM14_3691,hypothetical protein
visC,STM14_3692,hypothetical protein
,STM14_3693,hypothetical protein
ubiH,STM14_3694,2-octaprenyl-6-methoxyphenyl hydroxylase
pepP,STM14_3695,proline aminopeptidase P II
ygfB,STM14_3696,hypothetical protein
ygfE,STM14_3697,Z-ring-associated protein
ygfA,STM14_3698,putative ligase
serA,STM14_3699,D-3-phosphoglycerate dehydrogenase
,STM14_3700,hypothetical protein
rpiA,STM14_3701,ribose-5-phosphate isomerase A
,STM14_3702,hypothetical protein
iciA,STM14_3703,chromosome replication initiation inhibitor protein
,STM14_3704,conserved hypothetical protein
yggE,STM14_3705,hypothetical protein
yggA,STM14_3706,arginine exporter protein
yggB,STM14_3707,mechanosensitive channel MscS
fba,STM14_3708,fructose-bisphosphate aldolase
